"Date","Criterion","Parameter 1","Parameter 2","Value"
"18.03.2015","countries","Portugal","",2
"18.03.2015","countries","Ghana","",2
"18.03.2015","countries","Moldova","",1
"18.03.2015","countries","Estonia","",1
"18.03.2015","countries","Kyrgyzstan","",1
"18.03.2015","countries","United Kingdom","",1
"18.03.2015","countries","Montenegro","",1
"18.03.2015","countries","Armenia","",1
"18.03.2015","countries","France","",1
"18.03.2015","countries","Laos","",1
"18.03.2015","countries","Netherlands","",1
"18.03.2015","countries","","",1
"18.03.2015","countries","Czech Republic","",1
"18.03.2015","countries","Pakistan","",1
"18.03.2015","countries","Sweden","",1
"18.03.2015","countries","Uzbekistan","",1
"18.03.2015","sections","Discussion board","",23
"18.03.2015","sections","Videos","",2
"18.03.2015","sections","Photos","",2
"18.03.2015","activity","Wall posts","",10
"18.03.2015","activity","Photo comments","",11
"18.03.2015","feedback","Like","",20
"18.03.2015","feedback","Share","",2
"18.03.2015","feedback","Comments","",29
"18.03.2015","members","New members","",16
"18.03.2015","members","Members lost","",17
"17.03.2015","views","","",795
"17.03.2015","visitors","","",413
"17.03.2015","gender","F","",71
"17.03.2015","gender","M","",263
"17.03.2015","age","1-18","",46
"17.03.2015","age","18-21","",49
"17.03.2015","age","21-24","",52
"17.03.2015","age","24-27","",37
"17.03.2015","age","27-30","",43
"17.03.2015","age","30-35","",35
"17.03.2015","age","35-45","",20
"17.03.2015","age","45+","",21
"17.03.2015","gender_age","F","1-18",12
"17.03.2015","gender_age","F","18-21",10
"17.03.2015","gender_age","F","21-24",10
"17.03.2015","gender_age","F","24-27",12
"17.03.2015","gender_age","F","27-30",8
"17.03.2015","gender_age","F","30-35",3
"17.03.2015","gender_age","F","35-45",3
"17.03.2015","gender_age","F","45+",5
"17.03.2015","gender_age","M","1-18",34
"17.03.2015","gender_age","M","18-21",38
"17.03.2015","gender_age","M","21-24",42
"17.03.2015","gender_age","M","24-27",25
"17.03.2015","gender_age","M","27-30",35
"17.03.2015","gender_age","M","30-35",32
"17.03.2015","gender_age","M","35-45",17
"17.03.2015","gender_age","M","45+",16
"17.03.2015","cities","Moscow","",42
"17.03.2015","cities","Saint Petersburg","",16
"17.03.2015","cities","Yekaterinburg","",7
"17.03.2015","cities","Novy Urengoy","",5
"17.03.2015","cities","Donetsk","",5
"17.03.2015","cities","Tyumen","",4
"17.03.2015","cities","Nizhny Novgorod","",4
"17.03.2015","cities","Volgograd","",4
"17.03.2015","cities","Naberezhnye Chelny","",4
"17.03.2015","cities","Bryansk","",3
"17.03.2015","cities","Kanash","",3
"17.03.2015","cities","Kaluga","",3
"17.03.2015","cities","Kharkiv","",3
"17.03.2015","cities","Chelyabinsk","",3
"17.03.2015","cities","Smolensk","",3
"17.03.2015","cities","Vitebsk","",3
"17.03.2015","cities","Ufa","",3
"17.03.2015","cities","Kazan","",2
"17.03.2015","cities","Novocherkassk","",2
"17.03.2015","cities","Karaganda","",2
"17.03.2015","cities","Kirovograd","",2
"17.03.2015","cities","Zimovniki","",2
"17.03.2015","cities","Ryazan","",2
"17.03.2015","cities","Saratov","",2
"17.03.2015","cities","Rostov-on-Don","",2
"17.03.2015","countries","Russia","",308
"17.03.2015","countries","Ukraine","",48
"17.03.2015","countries","Belarus","",15
"17.03.2015","countries","Kazakhstan","",14
"17.03.2015","countries","USA","",12
"17.03.2015","countries","Germany","",4
"17.03.2015","countries","Japan","",3
"17.03.2015","countries","Portugal","",2
"17.03.2015","countries","Czech Republic","",1
"17.03.2015","countries","Lithuania","",1
"17.03.2015","countries","Tajikistan","",1
"17.03.2015","countries","Georgia","",1
"17.03.2015","countries","Sweden","",1
"17.03.2015","countries","Azerbaijan","",1
"17.03.2015","countries","Moldova","",1
"17.03.2015","sections","Discussion board","",19
"17.03.2015","sections","Videos","",6
"17.03.2015","sections","Photos","",1
"17.03.2015","activity","Wall posts","",4
"17.03.2015","activity","Photo comments","",5
"17.03.2015","activity","Discussion comments","",2
"17.03.2015","feedback","Like","",93
"17.03.2015","feedback","Share","",25
"17.03.2015","feedback","Comments","",41
"17.03.2015","members","New members","",23
"17.03.2015","members","Members lost","",15
"16.03.2015","views","","",746
"16.03.2015","visitors","","",415
"16.03.2015","gender","F","",66
"16.03.2015","gender","M","",253
"16.03.2015","age","1-18","",37
"16.03.2015","age","18-21","",35
"16.03.2015","age","21-24","",52
"16.03.2015","age","24-27","",46
"16.03.2015","age","27-30","",25
"16.03.2015","age","30-35","",34
"16.03.2015","age","35-45","",32
"16.03.2015","age","45+","",20
"16.03.2015","gender_age","F","1-18",7
"16.03.2015","gender_age","F","18-21",6
"16.03.2015","gender_age","F","21-24",16
"16.03.2015","gender_age","F","24-27",8
"16.03.2015","gender_age","F","27-30",4
"16.03.2015","gender_age","F","30-35",4
"16.03.2015","gender_age","F","35-45",2
"16.03.2015","gender_age","F","45+",2
"16.03.2015","gender_age","M","1-18",30
"16.03.2015","gender_age","M","18-21",29
"16.03.2015","gender_age","M","21-24",36
"16.03.2015","gender_age","M","24-27",38
"16.03.2015","gender_age","M","27-30",21
"16.03.2015","gender_age","M","30-35",30
"16.03.2015","gender_age","M","35-45",30
"16.03.2015","gender_age","M","45+",18
"16.03.2015","cities","Moscow","",35
"16.03.2015","cities","Saint Petersburg","",7
"16.03.2015","cities","Yekaterinburg","",6
"16.03.2015","cities","Nizhnevartovsk","",6
"16.03.2015","cities","Volgograd","",6
"16.03.2015","cities","Nizhny Novgorod","",5
"16.03.2015","cities","Kiev","",5
"16.03.2015","cities","Tyumen","",4
"16.03.2015","cities","Barnaul","",3
"16.03.2015","cities","Ryazan","",3
"16.03.2015","cities","Naberezhnye Chelny","",3
"16.03.2015","cities","Pskov","",3
"16.03.2015","cities","Kaluga","",3
"16.03.2015","cities","Kanash","",3
"16.03.2015","cities","Samara","",3
"16.03.2015","cities","Minsk ","",3
"16.03.2015","cities","Donetsk","",3
"16.03.2015","cities","Novocherkassk","",2
"16.03.2015","cities","Ufa","",2
"16.03.2015","cities","Almaty","",2
"16.03.2015","cities","Petropavlovsk","",2
"16.03.2015","cities","Sumy","",2
"16.03.2015","cities","Sterlitamak","",2
"16.03.2015","cities","Luhansk","",2
"16.03.2015","cities","Oral","",2
"16.03.2015","countries","Russia","",285
"16.03.2015","countries","Ukraine","",46
"16.03.2015","countries","Kazakhstan","",23
"16.03.2015","countries","USA","",18
"16.03.2015","countries","Belarus","",16
"16.03.2015","countries","Canada","",8
"16.03.2015","countries","Germany","",6
"16.03.2015","countries","Romania","",4
"16.03.2015","countries","Sweden","",2
"16.03.2015","countries","Lithuania","",1
"16.03.2015","countries","Kyrgyzstan","",1
"16.03.2015","countries","Georgia","",1
"16.03.2015","countries","Portugal","",1
"16.03.2015","countries","India","",1
"16.03.2015","countries","Netherlands","",1
"16.03.2015","countries","China","",1
"16.03.2015","sections","Discussion board","",36
"16.03.2015","sections","Videos","",7
"16.03.2015","sections","Photos","",5
"16.03.2015","activity","Wall posts","",9
"16.03.2015","activity","Photo comments","",19
"16.03.2015","feedback","Like","",17
"16.03.2015","feedback","Share","",4
"16.03.2015","feedback","Comments","",76
"16.03.2015","members","New members","",21
"16.03.2015","members","Members lost","",17
"15.03.2015","views","","",842
"15.03.2015","visitors","","",402
"15.03.2015","gender","F","",51
"15.03.2015","gender","M","",249
"15.03.2015","age","1-18","",31
"15.03.2015","age","18-21","",42
"15.03.2015","age","21-24","",40
"15.03.2015","age","24-27","",44
"15.03.2015","age","27-30","",30
"15.03.2015","age","30-35","",29
"15.03.2015","age","35-45","",33
"15.03.2015","age","45+","",18
"15.03.2015","gender_age","F","1-18",4
"15.03.2015","gender_age","F","18-21",8
"15.03.2015","gender_age","F","21-24",7
"15.03.2015","gender_age","F","24-27",6
"15.03.2015","gender_age","F","27-30",5
"15.03.2015","gender_age","F","30-35",4
"15.03.2015","gender_age","F","35-45",5
"15.03.2015","gender_age","F","45+",1
"15.03.2015","gender_age","M","1-18",27
"15.03.2015","gender_age","M","18-21",34
"15.03.2015","gender_age","M","21-24",33
"15.03.2015","gender_age","M","24-27",38
"15.03.2015","gender_age","M","27-30",25
"15.03.2015","gender_age","M","30-35",25
"15.03.2015","gender_age","M","35-45",28
"15.03.2015","gender_age","M","45+",17
"15.03.2015","cities","Moscow","",28
"15.03.2015","cities","Saint Petersburg","",10
"15.03.2015","cities","Barnaul","",5
"15.03.2015","cities","Saratov","",4
"15.03.2015","cities","Irkutsk","",3
"15.03.2015","cities","Tolyatti","",3
"15.03.2015","cities","Kaluga","",3
"15.03.2015","cities","Ufa","",3
"15.03.2015","cities","Magnitogorsk","",3
"15.03.2015","cities","Vitebsk","",3
"15.03.2015","cities","Volgograd","",3
"15.03.2015","cities","Surgut","",3
"15.03.2015","cities","Krasnodar","",3
"15.03.2015","cities","Novocherkassk","",3
"15.03.2015","cities","Kazan","",3
"15.03.2015","cities","Berlin","",3
"15.03.2015","cities","Ulyanovsk","",2
"15.03.2015","cities","Krasnoyarsk","",2
"15.03.2015","cities","Khabarovsk","",2
"15.03.2015","cities","Tomsk","",2
"15.03.2015","cities","Karaganda","",2
"15.03.2015","cities","Nizhny Novgorod","",2
"15.03.2015","cities","Kirovograd","",2
"15.03.2015","cities","New York City","",2
"15.03.2015","cities","Kurgan","",2
"15.03.2015","countries","Russia","",291
"15.03.2015","countries","Ukraine","",44
"15.03.2015","countries","USA","",25
"15.03.2015","countries","Kazakhstan","",16
"15.03.2015","countries","Belarus","",12
"15.03.2015","countries","France","",2
"15.03.2015","countries","Armenia","",2
"15.03.2015","countries","Turkey","",2
"15.03.2015","countries","Canada","",2
"15.03.2015","countries","Estonia","",1
"15.03.2015","countries","Sweden","",1
"15.03.2015","countries","Uzbekistan","",1
"15.03.2015","countries","India","",1
"15.03.2015","countries","Algeria","",1
"15.03.2015","countries","Netherlands","",1
"15.03.2015","sections","Discussion board","",32
"15.03.2015","sections","Videos","",6
"15.03.2015","sections","Photos","",20
"15.03.2015","activity","Wall posts","",9
"15.03.2015","activity","Photo comments","",2
"15.03.2015","activity","Discussion comments","",4
"15.03.2015","feedback","Like","",29
"15.03.2015","feedback","Share","",1
"15.03.2015","feedback","Comments","",77
"15.03.2015","members","New members","",27
"15.03.2015","members","Members lost","",24
"14.03.2015","views","","",830
"14.03.2015","visitors","","",428
"14.03.2015","gender","F","",51
"14.03.2015","gender","M","",267
"14.03.2015","age","1-18","",37
"14.03.2015","age","18-21","",39
"14.03.2015","age","21-24","",44
"14.03.2015","age","24-27","",48
"14.03.2015","age","27-30","",38
"14.03.2015","age","30-35","",39
"14.03.2015","age","35-45","",36
"14.03.2015","age","45+","",15
"14.03.2015","gender_age","F","1-18",9
"14.03.2015","gender_age","F","18-21",5
"14.03.2015","gender_age","F","21-24",7
"14.03.2015","gender_age","F","24-27",6
"14.03.2015","gender_age","F","27-30",4
"14.03.2015","gender_age","F","30-35",8
"14.03.2015","gender_age","F","35-45",5
"14.03.2015","gender_age","F","45+",3
"14.03.2015","gender_age","M","1-18",28
"14.03.2015","gender_age","M","18-21",34
"14.03.2015","gender_age","M","21-24",37
"14.03.2015","gender_age","M","24-27",41
"14.03.2015","gender_age","M","27-30",34
"14.03.2015","gender_age","M","30-35",31
"14.03.2015","gender_age","M","35-45",31
"14.03.2015","gender_age","M","45+",12
"14.03.2015","cities","Moscow","",24
"14.03.2015","cities","Saint Petersburg","",14
"14.03.2015","cities","Yekaterinburg","",9
"14.03.2015","cities","Novosibirsk","",5
"14.03.2015","cities","Cheboxary","",5
"14.03.2015","cities","Volgograd","",4
"14.03.2015","cities","Kiev","",4
"14.03.2015","cities","Nizhny Novgorod","",4
"14.03.2015","cities","Samara","",4
"14.03.2015","cities","Kharkiv","",3
"14.03.2015","cities","Naberezhnye Chelny","",3
"14.03.2015","cities","Kanash","",3
"14.03.2015","cities","Donetsk","",3
"14.03.2015","cities","Khabarovsk","",3
"14.03.2015","cities","Nizhnevartovsk","",2
"14.03.2015","cities","Magnitogorsk","",2
"14.03.2015","cities","Kaluga","",2
"14.03.2015","cities","Leninogorsk","",2
"14.03.2015","cities","Omsk","",2
"14.03.2015","cities","Kemerovo","",2
"14.03.2015","cities","Glazov","",2
"14.03.2015","cities","Saratov","",2
"14.03.2015","cities","Novy Urengoy","",2
"14.03.2015","cities","Tashkent","",2
"14.03.2015","cities","Yaroslavl","",2
"14.03.2015","countries","Russia","",291
"14.03.2015","countries","Ukraine","",47
"14.03.2015","countries","Kazakhstan","",23
"14.03.2015","countries","USA","",21
"14.03.2015","countries","Belarus","",12
"14.03.2015","countries","Germany","",9
"14.03.2015","countries","Uzbekistan","",4
"14.03.2015","countries","Ghana","",2
"14.03.2015","countries","China","",2
"14.03.2015","countries","Armenia","",2
"14.03.2015","countries","Azerbaijan","",2
"14.03.2015","countries","Poland","",1
"14.03.2015","countries","Spain","",1
"14.03.2015","countries","Turkmenistan","",1
"14.03.2015","countries","Netherlands","",1
"14.03.2015","countries","Vietnam","",1
"14.03.2015","countries","Latvia","",1
"14.03.2015","countries","Australia","",1
"14.03.2015","countries","Romania","",1
"14.03.2015","countries","Venezuela","",1
"14.03.2015","countries","Moldova","",1
"14.03.2015","countries","Tajikistan","",1
"14.03.2015","countries","Bangladesh","",1
"14.03.2015","countries","Estonia","",1
"14.03.2015","sections","Discussion board","",31
"14.03.2015","sections","Videos","",8
"14.03.2015","sections","Photos","",4
"14.03.2015","activity","Wall posts","",6
"14.03.2015","activity","Photo comments","",44
"14.03.2015","activity","Discussion comments","",7
"14.03.2015","feedback","Like","",50
"14.03.2015","feedback","Share","",10
"14.03.2015","feedback","Comments","",105
"14.03.2015","members","New members","",24
"14.03.2015","members","Members lost","",17
"13.03.2015","views","","",863
"13.03.2015","visitors","","",413
"13.03.2015","gender","F","",56
"13.03.2015","gender","M","",281
"13.03.2015","age","1-18","",38
"13.03.2015","age","18-21","",52
"13.03.2015","age","21-24","",41
"13.03.2015","age","24-27","",40
"13.03.2015","age","27-30","",40
"13.03.2015","age","30-35","",29
"13.03.2015","age","35-45","",35
"13.03.2015","age","45+","",29
"13.03.2015","gender_age","F","1-18",7
"13.03.2015","gender_age","F","18-21",5
"13.03.2015","gender_age","F","21-24",8
"13.03.2015","gender_age","F","24-27",6
"13.03.2015","gender_age","F","27-30",4
"13.03.2015","gender_age","F","30-35",7
"13.03.2015","gender_age","F","35-45",4
"13.03.2015","gender_age","F","45+",3
"13.03.2015","gender_age","M","1-18",31
"13.03.2015","gender_age","M","18-21",47
"13.03.2015","gender_age","M","21-24",33
"13.03.2015","gender_age","M","24-27",34
"13.03.2015","gender_age","M","27-30",36
"13.03.2015","gender_age","M","30-35",22
"13.03.2015","gender_age","M","35-45",31
"13.03.2015","gender_age","M","45+",26
"13.03.2015","cities","Moscow","",38
"13.03.2015","cities","Saint Petersburg","",11
"13.03.2015","cities","Yekaterinburg","",6
"13.03.2015","cities","Rostov-on-Don","",5
"13.03.2015","cities","Ryazan","",4
"13.03.2015","cities","Novocherkassk","",3
"13.03.2015","cities","Tyumen","",3
"13.03.2015","cities","Kemerovo","",3
"13.03.2015","cities","Naberezhnye Chelny","",3
"13.03.2015","cities","Krasnodar","",3
"13.03.2015","cities","Sevastopol","",3
"13.03.2015","cities","Oryol","",3
"13.03.2015","cities","Tolyatti","",3
"13.03.2015","cities","Volgograd","",3
"13.03.2015","cities","Khabarovsk","",3
"13.03.2015","cities","Yaroslavl","",3
"13.03.2015","cities","Leninogorsk","",2
"13.03.2015","cities","Kaluga","",2
"13.03.2015","cities","Donetsk","",2
"13.03.2015","cities","Los Angeles","",2
"13.03.2015","cities","Krasnoyarsk","",2
"13.03.2015","cities","Oral","",2
"13.03.2015","cities","Podolsk","",2
"13.03.2015","cities","Chelyabinsk","",2
"13.03.2015","cities","Bryansk","",2
"13.03.2015","countries","Russia","",299
"13.03.2015","countries","Ukraine","",41
"13.03.2015","countries","Kazakhstan","",24
"13.03.2015","countries","Belarus","",17
"13.03.2015","countries","USA","",6
"13.03.2015","countries","Azerbaijan","",4
"13.03.2015","countries","","",3
"13.03.2015","countries","Germany","",3
"13.03.2015","countries","Greece","",2
"13.03.2015","countries","Romania","",1
"13.03.2015","countries","Turkmenistan","",1
"13.03.2015","countries","Singapore","",1
"13.03.2015","countries","Libya","",1
"13.03.2015","countries","Egypt","",1
"13.03.2015","countries","Estonia","",1
"13.03.2015","countries","Czech Republic","",1
"13.03.2015","countries","Italy","",1
"13.03.2015","countries","Moldova","",1
"13.03.2015","countries","Lithuania","",1
"13.03.2015","countries","Japan","",1
"13.03.2015","countries","South Africa","",1
"13.03.2015","countries","Finland","",1
"13.03.2015","countries","Ghana","",1
"13.03.2015","sections","Discussion board","",28
"13.03.2015","sections","Audio files","",1
"13.03.2015","sections","Videos","",6
"13.03.2015","activity","Wall posts","",6
"13.03.2015","activity","Photo comments","",17
"13.03.2015","activity","Discussion comments","",3
"13.03.2015","feedback","Like","",67
"13.03.2015","feedback","Share","",14
"13.03.2015","feedback","Comments","",51
"13.03.2015","members","New members","",22
"13.03.2015","members","Members lost","",19
"12.03.2015","views","","",944
"12.03.2015","visitors","","",467
"12.03.2015","gender","F","",73
"12.03.2015","gender","M","",294
"12.03.2015","age","1-18","",34
"12.03.2015","age","18-21","",53
"12.03.2015","age","21-24","",42
"12.03.2015","age","24-27","",55
"12.03.2015","age","27-30","",41
"12.03.2015","age","30-35","",43
"12.03.2015","age","35-45","",39
"12.03.2015","age","45+","",30
"12.03.2015","gender_age","F","1-18",8
"12.03.2015","gender_age","F","18-21",7
"12.03.2015","gender_age","F","21-24",10
"12.03.2015","gender_age","F","24-27",14
"12.03.2015","gender_age","F","27-30",11
"12.03.2015","gender_age","F","30-35",4
"12.03.2015","gender_age","F","35-45",6
"12.03.2015","gender_age","F","45+",7
"12.03.2015","gender_age","M","1-18",26
"12.03.2015","gender_age","M","18-21",46
"12.03.2015","gender_age","M","21-24",32
"12.03.2015","gender_age","M","24-27",41
"12.03.2015","gender_age","M","27-30",30
"12.03.2015","gender_age","M","30-35",39
"12.03.2015","gender_age","M","35-45",33
"12.03.2015","gender_age","M","45+",23
"12.03.2015","cities","Moscow","",42
"12.03.2015","cities","Saint Petersburg","",15
"12.03.2015","cities","Omsk","",7
"12.03.2015","cities","Naberezhnye Chelny","",4
"12.03.2015","cities","Barnaul","",4
"12.03.2015","cities","Kemerovo","",4
"12.03.2015","cities","Tomsk","",4
"12.03.2015","cities","Sevastopol","",4
"12.03.2015","cities","Kazan","",4
"12.03.2015","cities","Volgograd","",3
"12.03.2015","cities","Kaluga","",3
"12.03.2015","cities","Yaroslavl","",3
"12.03.2015","cities","Zaporizhia","",3
"12.03.2015","cities","Grodno","",3
"12.03.2015","cities","Bryansk","",3
"12.03.2015","cities","Anzhero-Sudzhensk","",2
"12.03.2015","cities","Krasnoyarsk","",2
"12.03.2015","cities","Novocherkassk","",2
"12.03.2015","cities","Tyumen","",2
"12.03.2015","cities","Cheboxary","",2
"12.03.2015","cities","Ufa","",2
"12.03.2015","cities","Rostov-on-Don","",2
"12.03.2015","cities","Gomel","",2
"12.03.2015","cities","Nizhnevartovsk","",2
"12.03.2015","cities","Leninogorsk","",2
"12.03.2015","countries","Russia","",339
"12.03.2015","countries","Ukraine","",40
"12.03.2015","countries","Kazakhstan","",27
"12.03.2015","countries","Belarus","",22
"12.03.2015","countries","Germany","",13
"12.03.2015","countries","USA","",10
"12.03.2015","countries","Azerbaijan","",2
"12.03.2015","countries","Ghana","",1
"12.03.2015","countries","","",1
"12.03.2015","countries","Kyrgyzstan","",1
"12.03.2015","countries","Moldova","",1
"12.03.2015","countries","","",1
"12.03.2015","countries","China","",1
"12.03.2015","countries","France","",1
"12.03.2015","countries","Libya","",1
"12.03.2015","countries","Turkey","",1
"12.03.2015","countries","Sweden","",1
"12.03.2015","countries","Japan","",1
"12.03.2015","countries","Cyprus","",1
"12.03.2015","countries","Greece","",1
"12.03.2015","countries","Georgia","",1
"12.03.2015","sections","Discussion board","",31
"12.03.2015","sections","Videos","",7
"12.03.2015","sections","Photos","",3
"12.03.2015","activity","Wall posts","",13
"12.03.2015","activity","Photo comments","",8
"12.03.2015","feedback","Like","",61
"12.03.2015","feedback","Share","",9
"12.03.2015","feedback","Comments","",108
"12.03.2015","members","New members","",22
"12.03.2015","members","Members lost","",26
"11.03.2015","views","","",856
"11.03.2015","visitors","","",434
"11.03.2015","gender","F","",56
"11.03.2015","gender","M","",281
"11.03.2015","age","1-18","",39
"11.03.2015","age","18-21","",46
"11.03.2015","age","21-24","",56
"11.03.2015","age","24-27","",42
"11.03.2015","age","27-30","",40
"11.03.2015","age","30-35","",30
"11.03.2015","age","35-45","",33
"11.03.2015","age","45+","",24
"11.03.2015","gender_age","F","1-18",7
"11.03.2015","gender_age","F","18-21",8
"11.03.2015","gender_age","F","21-24",8
"11.03.2015","gender_age","F","24-27",10
"11.03.2015","gender_age","F","27-30",6
"11.03.2015","gender_age","F","30-35",2
"11.03.2015","gender_age","F","35-45",2
"11.03.2015","gender_age","F","45+",4
"11.03.2015","gender_age","M","1-18",32
"11.03.2015","gender_age","M","18-21",38
"11.03.2015","gender_age","M","21-24",48
"11.03.2015","gender_age","M","24-27",32
"11.03.2015","gender_age","M","27-30",34
"11.03.2015","gender_age","M","30-35",28
"11.03.2015","gender_age","M","35-45",31
"11.03.2015","gender_age","M","45+",20
"11.03.2015","cities","Moscow","",35
"11.03.2015","cities","Saint Petersburg","",15
"11.03.2015","cities","Nizhny Novgorod","",8
"11.03.2015","cities","Perm","",6
"11.03.2015","cities","Kiev","",6
"11.03.2015","cities","Novosibirsk","",6
"11.03.2015","cities","Almaty","",5
"11.03.2015","cities","Minsk ","",4
"11.03.2015","cities","Kaluga","",4
"11.03.2015","cities","Yekaterinburg","",4
"11.03.2015","cities","Kanash","",3
"11.03.2015","cities","Tyumen","",3
"11.03.2015","cities","Naberezhnye Chelny","",3
"11.03.2015","cities","Leninogorsk","",3
"11.03.2015","cities","Kazan","",3
"11.03.2015","cities","Voronezh","",3
"11.03.2015","cities","Barnaul","",3
"11.03.2015","cities","Novocherkassk","",2
"11.03.2015","cities","Tula","",2
"11.03.2015","cities","Saratov","",2
"11.03.2015","cities","Nizhnevartovsk","",2
"11.03.2015","cities","Novokuznetsk","",2
"11.03.2015","cities","Arkhangelsk","",2
"11.03.2015","cities","Kharkiv","",2
"11.03.2015","cities","Kirishi","",2
"11.03.2015","countries","Russia","",321
"11.03.2015","countries","Ukraine","",38
"11.03.2015","countries","Kazakhstan","",27
"11.03.2015","countries","Belarus","",16
"11.03.2015","countries","USA","",10
"11.03.2015","countries","","",5
"11.03.2015","countries","China","",2
"11.03.2015","countries","Germany","",2
"11.03.2015","countries","Portugal","",1
"11.03.2015","countries","Poland","",1
"11.03.2015","countries","Turkey","",1
"11.03.2015","countries","Brazil","",1
"11.03.2015","countries","Vietnam","",1
"11.03.2015","countries","Georgia","",1
"11.03.2015","countries","Norway","",1
"11.03.2015","countries","Moldova","",1
"11.03.2015","countries","Estonia","",1
"11.03.2015","countries","Czech Republic","",1
"11.03.2015","countries","Switzerland","",1
"11.03.2015","countries","Ghana","",1
"11.03.2015","countries","Romania","",1
"11.03.2015","sections","Discussion board","",47
"11.03.2015","sections","Videos","",6
"11.03.2015","sections","Photos","",5
"11.03.2015","activity","Wall posts","",8
"11.03.2015","activity","Photo comments","",23
"11.03.2015","activity","Video comments","",1
"11.03.2015","feedback","Like","",70
"11.03.2015","feedback","Share","",6
"11.03.2015","feedback","Comments","",66
"11.03.2015","members","New members","",23
"11.03.2015","members","Members lost","",28
"10.03.2015","views","","",966
"10.03.2015","visitors","","",467
"10.03.2015","gender","F","",85
"10.03.2015","gender","M","",289
"10.03.2015","age","1-18","",36
"10.03.2015","age","18-21","",42
"10.03.2015","age","21-24","",43
"10.03.2015","age","24-27","",50
"10.03.2015","age","27-30","",55
"10.03.2015","age","30-35","",45
"10.03.2015","age","35-45","",45
"10.03.2015","age","45+","",27
"10.03.2015","gender_age","F","1-18",11
"10.03.2015","gender_age","F","18-21",7
"10.03.2015","gender_age","F","21-24",9
"10.03.2015","gender_age","F","24-27",9
"10.03.2015","gender_age","F","27-30",17
"10.03.2015","gender_age","F","30-35",11
"10.03.2015","gender_age","F","35-45",3
"10.03.2015","gender_age","F","45+",9
"10.03.2015","gender_age","M","1-18",25
"10.03.2015","gender_age","M","18-21",35
"10.03.2015","gender_age","M","21-24",34
"10.03.2015","gender_age","M","24-27",41
"10.03.2015","gender_age","M","27-30",38
"10.03.2015","gender_age","M","30-35",34
"10.03.2015","gender_age","M","35-45",42
"10.03.2015","gender_age","M","45+",18
"10.03.2015","cities","Moscow","",36
"10.03.2015","cities","Saint Petersburg","",16
"10.03.2015","cities","Nizhny Novgorod","",6
"10.03.2015","cities","Donetsk","",6
"10.03.2015","cities","Kaluga","",5
"10.03.2015","cities","Tyumen","",5
"10.03.2015","cities","Ryazan","",5
"10.03.2015","cities","Naberezhnye Chelny","",4
"10.03.2015","cities","Perm","",4
"10.03.2015","cities","Karaganda","",4
"10.03.2015","cities","Kanash","",3
"10.03.2015","cities","Smolensk","",3
"10.03.2015","cities","Yaroslavl","",3
"10.03.2015","cities","Astrakhan","",2
"10.03.2015","cities","Nizhnevartovsk","",2
"10.03.2015","cities","Novocherkassk","",2
"10.03.2015","cities","Gomel","",2
"10.03.2015","cities","Krasnoyarsk","",2
"10.03.2015","cities","Ukhta","",2
"10.03.2015","cities","Brest","",2
"10.03.2015","cities","Yakutsk","",2
"10.03.2015","cities","Kryvyi Rih","",2
"10.03.2015","cities","Orenburg","",2
"10.03.2015","cities","Odessa","",2
"10.03.2015","cities","Cheboxary","",2
"10.03.2015","countries","Russia","",344
"10.03.2015","countries","Ukraine","",44
"10.03.2015","countries","Kazakhstan","",32
"10.03.2015","countries","Belarus","",15
"10.03.2015","countries","USA","",11
"10.03.2015","countries","Germany","",4
"10.03.2015","countries","Malaysia","",2
"10.03.2015","countries","China","",2
"10.03.2015","countries","Sweden","",1
"10.03.2015","countries","Finland","",1
"10.03.2015","countries","Spain","",1
"10.03.2015","countries","Kyrgyzstan","",1
"10.03.2015","countries","Vietnam","",1
"10.03.2015","countries","Tajikistan","",1
"10.03.2015","countries","Moldova","",1
"10.03.2015","countries","","",1
"10.03.2015","countries","Canada","",1
"10.03.2015","countries","","",1
"10.03.2015","countries","Uzbekistan","",1
"10.03.2015","countries","Latvia","",1
"10.03.2015","countries","Italy","",1
"10.03.2015","sections","Discussion board","",49
"10.03.2015","sections","Videos","",8
"10.03.2015","sections","Photos","",18
"10.03.2015","activity","Wall posts","",12
"10.03.2015","activity","Photo comments","",39
"10.03.2015","activity","Discussion comments","",3
"10.03.2015","feedback","Like","",89
"10.03.2015","feedback","Share","",14
"10.03.2015","feedback","Comments","",94
"10.03.2015","members","New members","",23
"10.03.2015","members","Members lost","",31
"09.03.2015","views","","",927
"09.03.2015","visitors","","",475
"09.03.2015","gender","F","",71
"09.03.2015","gender","M","",261
"09.03.2015","age","1-18","",41
"09.03.2015","age","18-21","",45
"09.03.2015","age","21-24","",62
"09.03.2015","age","24-27","",36
"09.03.2015","age","27-30","",34
"09.03.2015","age","30-35","",30
"09.03.2015","age","35-45","",28
"09.03.2015","age","45+","",24
"09.03.2015","gender_age","F","1-18",9
"09.03.2015","gender_age","F","18-21",12
"09.03.2015","gender_age","F","21-24",10
"09.03.2015","gender_age","F","24-27",7
"09.03.2015","gender_age","F","27-30",7
"09.03.2015","gender_age","F","30-35",7
"09.03.2015","gender_age","F","35-45",3
"09.03.2015","gender_age","F","45+",5
"09.03.2015","gender_age","M","1-18",32
"09.03.2015","gender_age","M","18-21",33
"09.03.2015","gender_age","M","21-24",52
"09.03.2015","gender_age","M","24-27",29
